time,p_u,p_l,t_u,t_l,rh_u,rh_u_wrt_ice_or_water,qh_u,rh_l,rh_l_wrt_ice_or_water,qh_l,wspd_u,wspd_l,wdir_u,wdir_l,wspd_x_u,wspd_y_u,wspd_x_l,wspd_y_l,dsr,dsr_cor,usr,usr_cor,albedo,dlr,ulr,cc,t_surf,dlhf_u,dlhf_l,dshf_u,dshf_l,z_boom_u,z_boom_cor_u,z_boom_l,z_boom_cor_l,z_stake,z_stake_cor,z_surf_combined,snow_height,rainfall_u,rainfall_cor_u,rainfall_l,rainfall_cor_l,t_i_1,t_i_2,t_i_3,t_i_4,t_i_5,t_i_6,t_i_7,t_i_8,t_i_9,t_i_10,t_i_11,d_t_i_1,d_t_i_2,d_t_i_3,d_t_i_4,d_t_i_5,d_t_i_6,d_t_i_7,d_t_i_8,d_t_i_9,d_t_i_10,d_t_i_11,t_i_10m,tilt_x,tilt_y,rot,gps_lat,gps_lon,gps_alt,lat,lon,alt,batt_v,t_rad,t_i,rh_i_wrt_ice_or_water,wdir_i,wspd_y_i
2009-04-01,795.4208,,-16.9396,,76.3513,86.647,1.129,,,,6.3889,,137.8036,,3.8191,-4.2124,,,234.6517,237.9307,201.1511,201.4941,0.8273,198.5718,239.3791,0.5006,-18.2612,-2.5509,,21.5758,,2.6653,2.5803,,,1.7992,1.7415,0.2783,0.2783,,,,,-14.005,-13.972,-18.1619,-16.6036,-14.745,-12.7717,-11.4943,-9.4081,,,,,0.5993,0.4212,1.4212,2.4212,3.4212,4.4212,7.418,7.5079,8.5079,9.5079,,2.5244,0.6198,,67.000164,-47.016925,1841.21,67.000161,-47.016888,1845.21,14.13,-15.9544,-16.9136,87.2428,142.6384,-4.2101
2009-05-01,798.2587,,-12.9472,,73.6321,80.7792,1.4707,,,,6.6168,,130.9646,,4.4619,-3.8739,,,339.0443,340.842,285.9547,285.9547,0.8271,197.7756,254.5425,0.32,-14.164,-8.3886,,23.1988,,2.5274,2.4657,,,1.7664,1.7236,0.3525,0.3525,,,,,-10.9688,-11.4211,-14.5035,-14.4574,-13.7497,-12.6798,-11.8211,-9.8794,,,,,0.6737,0.4937,1.4937,2.4937,3.4937,4.4937,7.4937,7.5822,8.5822,9.5822,,2.3535,0.6103,,67.000171,-47.01702,1843.66,67.000163,-47.016982,1845.14,14.18,-11.4148,-12.9557,83.495,136.5253,-3.8441
2009-06-01,809.6216,,-4.4569,,79.264,81.9981,2.7924,,,,5.8714,,151.4963,,2.2965,-4.2289,,,368.7835,368.9897,297.5217,297.522,0.8094,240.8025,291.4981,0.4463,-5.1851,-15.9404,,14.3762,,2.486,2.4653,,,1.8021,1.7871,0.3032,0.3032,,,,,-4.3583,-4.4881,-3.7095,-8.2126,-11.0433,-11.7681,-11.6269,-10.2355,,,,,0.6244,0.4444,1.4444,2.4444,3.4444,4.4444,7.4444,7.5328,8.5329,9.5329,,2.5688,-0.2849,,67.000169,-47.017113,1844.79,67.000166,-47.017082,1845.08,14.03,-2.4467,-4.4472,83.0479,159.9432,-4.2282
2009-07-01,812.3204,,-2.3948,,82.3773,84.0077,3.345,,,,4.7081,,136.2588,,2.8234,-2.9503,,,357.3877,358.1355,277.8773,277.8773,0.7747,248.2172,299.3057,0.4335,-3.4455,-10.4359,,14.7774,,2.4483,2.4375,,,1.8908,1.8822,0.2695,0.2695,,,,,-3.3468,-1.8782,-1.0696,-2.4397,-5.2279,-7.9644,-10.0642,-10.3272,,,,,0.5907,0.4107,1.4107,2.4108,3.4108,4.4108,7.4108,7.4992,8.4992,9.4992,,2.784,-0.5998,,67.00016,-47.017208,1845.78,67.000169,-47.017183,1845.01,13.92,-0.5233,-2.3955,84.5765,139.1601,-2.9337
2009-08-01,806.1207,,-6.1733,,81.8643,85.8324,2.5507,,,,5.4282,,134.6402,,3.4192,-3.3766,,,282.7556,282.5388,215.7534,215.7534,0.7607,221.4915,281.9876,0.2904,-7.2945,-6.2171,,18.7965,,2.4026,2.3752,,,2.0097,1.9867,0.2466,0.2466,,,,,-6.7321,-2.6491,-1.3573,-0.6712,-2.6521,-5.4251,-7.3532,-9.7963,,,,,0.5678,0.3878,1.3878,2.3879,3.3878,4.3879,7.3879,7.4763,8.4763,9.4763,,3.8227,-0.2949,,67.000171,-47.017307,1843.89,67.000171,-47.017285,1844.94,13.86,-4.9214,-6.176,86.9866,143.6338,-3.3621
2009-09-01,796.0433,,-12.3206,,84.2686,92.4333,1.7435,,,,5.6394,,152.9019,,1.8369,-3.5899,,,134.7045,134.3213,115.5206,115.5206,0.8502,235.1431,259.3236,0.7221,-13.1678,-1.0055,,14.4539,,2.3664,2.312,,,1.9361,1.8919,0.3271,0.3271,,,,,-8.9648,-5.9175,-5.2316,-4.5022,-4.9307,-5.8318,-6.6239,-8.9649,,,,,0.6483,0.4683,1.4683,2.4683,3.4683,4.4683,7.4683,7.5567,8.5567,9.5567,,4.1104,-0.2338,,67.000182,-47.017416,1842.83,67.000174,-47.017385,1844.87,13.67,-11.9377,-12.3189,92.9405,163.0607,-3.5977
2009-10-01,800.1523,,-17.9625,,82.0509,95.0372,1.0674,,,,6.8319,,140.1347,,3.8128,-4.5657,,,47.7557,46.2757,44.0148,44.0148,,205.4432,235.4348,0.6237,-19.3307,2.9342,,27.2599,,2.3327,2.2543,,,1.851,1.7888,0.4078,0.4078,,,,,-14.9332,-10.7771,-10.1395,-8.0037,-7.2451,-6.9016,-6.6934,-8.434,,,,,0.729,0.549,1.549,2.549,3.549,4.5491,7.5491,7.6375,8.6375,9.6375,,4.2222,-0.3808,,67.000187,-47.017511,1842.02,67.000177,-47.017486,1844.8,13.35,-18.122,-17.9483,94.9776,151.689,-4.5474
2009-11-01,791.7244,,-23.9596,,78.578,95.2964,0.6475,,,,7.4604,,134.2292,,4.9673,-4.8354,,,11.7138,11.1012,10.1046,10.1046,,188.8598,215.2852,0.6729,-25.007,3.7086,,33.8079,,2.2743,2.1717,,,1.7784,1.6981,0.5056,0.5056,,,,,-20.2476,-14.8698,-14.6577,-11.3549,-9.6063,-8.2884,-7.385,-8.2702,,,,,0.8268,0.6468,1.6468,2.6468,3.6468,4.6468,7.6468,7.7352,8.7352,9.7352,,4.1758,-0.4179,,67.000177,-47.017576,1833.67,67.000179,-47.017586,1844.73,13.12,-24.4971,-23.9473,95.5955,137.8559,-4.8402
2009-12-01,801.9007,,-20.497,,75.793,87.613,0.8863,,,,9.9185,,126.2697,,7.2151,-5.2941,,,1.059,0.9948,1.1672,1.1672,,190.3106,224.4847,0.5575,-22.4899,2.5045,,48.0579,,2.256,2.1688,,,1.7624,1.6942,0.5059,0.5059,,,,,-21.0887,-17.1715,-17.1784,-14.1435,-11.9728,-9.9365,-8.6022,-8.4139,,,,,0.8243,0.6443,1.6443,2.6443,3.6443,4.6443,7.6443,7.7327,8.7327,9.7327,,4.1758,-0.4179,,67.000181,-47.017727,1842.65,67.000182,-47.017687,1844.66,12.54,-21.0578,-20.5094,86.2276,131.1562,-5.2516
2010-01-01,794.6802,,-16.3719,,78.6627,89.7372,1.168,,,,8.93,,141.8037,,4.8716,-6.1916,,,3.8684,3.7268,3.6892,3.6952,,211.0187,239.9704,0.6138,-18.0792,3.1515,,40.4642,,2.2282,2.1598,,,1.7208,1.668,0.5236,0.5236,,,,,-17.7591,-15.8915,-15.4967,-14.28,-12.8581,-11.0518,-9.6562,-8.8014,,,,,0.852,0.672,1.672,2.672,3.672,4.672,7.672,7.7604,8.7604,9.7604,,4.1758,-0.4179,,67.000208,-47.017842,1842.88,67.000185,-47.017789,1844.6,12.55,-16.9346,-16.3567,89.2351,147.1465,-6.1634
2010-02-01,804.1345,,-18.0194,,80.235,92.1526,1.0654,,,,8.396,,136.6153,,5.243,-5.5473,,,32.7691,32.6274,28.8198,28.8198,,204.1629,234.9614,0.6066,-19.4615,2.6925,,32.9035,,2.1587,2.0862,,,1.6114,1.5574,0.6062,0.6062,,,,,-15.9195,-13.9041,-13.8083,-13.3888,-12.7351,-11.4629,-10.24,-9.2434,,,,,0.9281,0.7481,1.7481,2.7481,3.7481,4.7481,7.7481,7.8366,8.8366,9.8366,,4.1758,-0.4179,,67.000172,-47.017934,1838.12,67.000187,-47.017886,1844.53,13.19,-18.3915,-18.0052,91.6282,145.4511,-5.5448
2010-03-01,798.0677,,-20.7649,,74.0013,86.5794,0.812,,,,8.0979,,141.1368,,4.8199,-5.9812,,,122.223,121.7152,100.1679,100.1679,,179.0913,223.2349,0.423,-22.641,1.0219,,42.6583,,2.0826,2.001,,,1.5611,1.5001,0.6775,0.6775,,,,,-18.7491,-16.1816,-16.1455,-14.4754,-13.209,-11.7867,-10.5859,-9.6276,,,,,0.9987,0.8187,1.8187,2.8187,3.8187,4.8187,7.8187,7.9071,8.9071,9.9071,,4.1758,-0.4179,,67.000207,-47.017996,1840.33,67.00019,-47.017983,1844.46,14.0,-20.762,-20.7538,87.0442,143.947,-5.9801
2010-04-01,803.626,,-16.5841,,77.0813,88.0302,1.1115,,,,5.8807,,146.4734,,2.6228,-3.9586,,,235.6983,236.0995,198.0597,198.0597,0.8184,197.4399,240.6165,0.4708,-17.799,-1.711,,20.6803,,1.9747,1.9131,,,1.4826,1.4362,0.7668,0.7668,,,,,-16.6161,-15.0611,-15.1844,-14.5255,-13.5801,-12.248,-11.0374,-9.9706,,,,,1.0881,0.9082,1.9081,2.9082,3.9082,4.9082,7.9082,7.9966,8.9966,9.9966,,4.1758,-0.4179,,67.0002,-47.018135,1842.86,67.000193,-47.018084,1844.39,13.98,-15.6387,-16.5809,88.9847,148.4042,-3.8778
2010-05-01,810.5245,,-6.1922,,80.1394,83.1372,2.6178,,,,6.3228,,150.1479,,2.5656,-4.4704,,,344.2763,343.629,276.3075,276.3075,0.7973,227.7535,283.2066,0.3764,-7.2107,-13.5294,,19.4808,,1.8335,1.8123,,,1.4503,1.4335,0.8065,0.8065,,,,,-9.2141,-9.4886,-10.4083,-12.2602,-12.7163,-12.1798,-11.2646,-10.2931,,,,,1.1277,0.9477,1.9477,2.9477,3.9477,4.9477,7.9477,8.0362,9.0362,10.0362,,4.1318,-0.4173,,67.000201,-47.018196,1843.79,67.000195,-47.018184,1844.33,14.0,-4.648,-6.1866,84.2815,153.3385,-4.4152
2010-06-01,807.7654,,-2.8537,,81.0884,82.9391,3.1791,,,,6.1405,,147.068,,2.8054,-4.3312,,,376.1485,376.38,294.6372,294.6372,0.7838,245.5592,298.3695,0.4317,-3.6147,-19.7401,,15.1466,,1.9073,1.8973,,,1.6748,1.6661,0.6477,0.6477,,,,,-1.3407,-1.4284,-2.9143,-7.288,-10.0971,-11.0873,-10.8662,-10.5097,,,,,0.9689,0.7889,1.7889,2.7889,3.7889,4.7889,7.7889,7.8774,8.8774,9.8774,,3.9964,-0.4613,,67.000198,,1843.21,67.000198,-47.018285,1844.26,13.97,-1.0247,-2.8523,83.7334,155.55,-4.3464
2010-07-01,806.7818,,-1.347,,85.1575,86.2811,3.7153,,,,4.234,,147.6876,,1.8619,-2.9438,,,354.2014,352.5846,265.1462,264.48,0.7521,260.5828,305.5047,0.5194,-2.1485,-10.6846,,11.1364,,2.1057,2.1007,,,1.862,1.8577,0.4502,0.4502,,,,,0.6096,,0.6667,-0.9768,-4.7275,-6.804,-8.8335,-10.4371,,,,,0.7714,0.5914,1.5914,2.5914,3.5914,4.5914,7.5914,7.6799,8.6799,9.6799,,3.6191,-1.0756,,67.000192,,1845.1,67.000201,-47.018385,1844.19,13.84,0.9303,-1.3497,86.8545,161.0829,-2.9398
2010-08-01,809.8104,,-1.144,,88.2224,89.2327,3.8587,,,,5.282,,154.978,,1.7752,-3.803,,,249.1531,246.966,190.5616,190.5616,0.7736,268.9853,305.8252,0.6053,-2.0018,-8.4883,,14.3557,,2.2598,2.255,,,1.8548,1.8508,0.3765,0.3765,,,,,0.5507,,,0.4082,-0.0196,-0.172,-3.2742,-9.346,,,,,0.6977,0.5177,1.5177,2.5177,3.5177,4.5177,7.5177,7.6062,8.6062,9.6062,,2.864,-1.8984,,67.000191,,1844.8,67.000203,-47.018487,1844.12,13.68,-0.0608,-1.1387,89.4215,159.4144,-3.7872
2010-09-01,802.443,,-7.093,,85.4794,90.3453,2.5153,,,,6.4658,,133.2838,,3.6399,-3.4281,,,132.8205,129.4756,109.4903,109.4903,0.829,245.0661,279.4222,0.6032,-8.0906,-2.5601,,20.3466,,2.1715,2.1435,,,1.4415,1.423,0.647,0.647,,,,,-1.1015,0.2278,-0.6389,-0.1078,0.0049,-0.3597,-2.2196,-7.6978,,,,,0.9682,0.7882,1.7882,2.7882,3.7882,4.7882,7.7882,7.8767,8.8767,9.8767,,1.7706,-1.5553,,67.000196,-47.018613,1844.22,67.000206,-47.018588,1844.05,13.58,-6.7101,,,,
2010-10-01,800.4007,,-13.2745,,82.0261,90.4427,1.5678,,,,7.4292,,132.3755,,5.0937,-4.6472,,,61.4622,57.756,50.684,50.684,,217.3022,252.9128,0.5476,-14.6467,,,,,2.2092,2.1505,,,1.4434,1.4049,0.6373,0.6373,,,,,-8.1281,-4.1997,-6.1462,-4.593,-2.8922,-2.082,-2.5239,-6.6734,,,,,0.9644,0.7844,1.7843,2.7844,3.7844,4.7844,7.7844,7.8728,8.8728,9.8728,,1.2293,-1.4273,,67.000208,-47.018694,1841.43,67.000209,-47.018688,1843.98,13.35,-13.4728,,,,
2010-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1934,2.1194,,,1.3455,1.2997,0.723,0.723,,,,,-13.7689,-10.1911,-12.2781,-10.5449,-7.8344,-5.21,-4.353,-6.2702,,,,,1.0442,0.8642,1.8642,2.8642,3.8642,4.8642,7.8642,7.9527,8.9527,9.9527,,,,,,,,67.000211,-47.018789,1843.92,,,,,,
2010-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8917,1.8391,,,1.0733,1.0435,0.9833,0.9833,,,,,-9.4611,-6.2424,-8.9879,-9.0652,-8.2987,-6.9105,-6.0492,-6.5176,,,,,1.3045,1.1245,2.1245,3.1245,4.1245,5.1245,8.1245,8.213,9.213,10.213,,,,,,,,67.000214,-47.018889,1843.85,,,,,,
2011-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8445,1.7698,,,1.0628,1.0199,1.0321,1.0321,,,,,-13.0439,-10.4123,-12.3194,-11.2979,-9.5647,-7.1568,-6.9235,-7.0166,,,,,1.353,1.173,2.173,3.173,4.173,5.173,8.173,8.2615,9.2615,10.2615,,,,,,,,67.000217,-47.018992,1843.78,,,,,,
2011-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6887,1.6149,,,0.8858,0.8468,1.1496,1.1496,,,,,-15.2268,-12.738,-14.1424,-13.2079,-11.3528,-8.5112,-7.9505,-7.4377,,,,,1.4639,1.2839,2.2839,3.2839,4.2839,5.2839,8.2839,8.3723,9.3723,10.3723,,,,,,,,67.000219,-47.019089,1843.71,,,,,,
2011-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5084,1.4267,,,0.7544,0.7135,1.3779,1.3779,,,,,-17.2824,-14.8359,-16.0806,-14.6114,-12.5862,-9.8185,-9.1133,-8.063,,,,,1.7024,1.5224,2.5224,3.5224,4.5224,5.5224,8.5224,8.6108,9.6108,10.6108,,,,,,,,67.000222,-47.019186,1843.65,,,,,,
2011-04-01,785.835,,,,71.8322,86.592,,,,,,,,,,,,,,,,,0.8174,,,,,,,,,1.3821,1.316,,,0.6914,0.6582,1.4418,1.4418,,,,,-16.6078,-14.4998,-15.8123,-14.942,-13.4451,-11.0117,-10.2799,-8.7924,,,,,1.7647,1.5847,2.5847,3.5847,4.5847,5.5847,8.5847,8.6731,9.6731,10.6731,,,,,,,,67.000225,-47.019287,1843.58,,,,,,
2011-05-01,805.172,,-13.9292,,76.3204,86.0048,1.3061,,,,5.3197,,145.0949,,2.479,-3.5529,,,345.059,341.433,281.4638,281.8937,0.8278,202.6463,253.336,0.4105,-14.3603,,,,,1.3787,1.3405,,,0.6525,0.6345,1.4336,1.4336,,,,,-13.7638,-12.1903,-13.5257,-13.7992,-13.2325,-11.4128,-10.8155,-9.3091,,,,,1.7548,1.5748,2.5748,3.5748,4.5748,5.5748,8.5748,8.6633,9.6633,10.6633,,1.2293,-1.4273,,,,,67.000227,-47.019387,1843.51,,-11.889,,,,
2011-06-01,814.3971,,-3.8485,,83.403,85.6145,3.0662,,,,4.4252,,150.9386,,1.7545,-3.1573,,,397.7091,396.744,312.8324,312.8324,0.7981,240.0745,295.6571,0.3993,-4.2755,,,,,1.4676,1.4572,,,0.7457,0.7405,1.3378,1.3378,,,,,-7.8605,-6.8898,-8.2666,-10.1982,-11.3361,-10.9516,-10.8351,-9.7351,,,,,1.659,1.479,2.479,3.479,4.4791,5.4791,8.479,8.5675,9.5675,10.5675,,1.2293,-1.4273,,,,,67.00023,-47.019488,1843.44,,-1.354,,,,
2011-07-01,808.4191,,-0.7803,,84.5625,85.3658,3.8247,,,,6.1805,,140.7743,,3.4766,-4.2588,,,346.2169,344.6482,262.2397,262.2397,0.7711,260.3537,306.7316,0.5011,-1.7971,,,,,1.7718,1.7694,,,1.0714,1.07,1.0178,1.0178,,,,,0.1845,-1.2425,-0.2495,-1.1147,-2.9426,-4.9467,-7.9545,-9.9043,,,,,1.3391,1.1591,2.1591,3.1591,4.1591,5.1591,8.1591,8.2475,9.2475,10.2475,,1.2293,-1.4273,,,,,67.000233,-47.019588,1843.37,,0.861,,,,
2011-08-01,810.4813,,-3.9191,,87.019,89.5205,3.1816,,,,4.3662,,147.7564,,1.8072,-2.8649,,,237.5862,234.0146,184.0291,183.6454,0.7891,253.8527,295.4294,0.5507,-4.3657,,,,,1.9239,1.9111,,,1.198,1.19,0.8803,0.8803,,,,,0.7654,,0.9087,0.3447,0.231,-1.2797,-4.1351,-8.9563,,,,,1.2016,1.0216,2.0216,3.0216,4.0216,5.0216,8.0216,8.11,9.11,10.11,,1.2293,-1.4273,,,,,67.000235,-47.01969,1843.3,,-2.3119,,,,
2011-09-01,796.8433,,-12.3457,,83.1192,91.1381,1.7197,,,,6.9762,,140.9434,,3.9334,-4.8475,,,144.8387,140.1199,117.1666,117.3489,,217.934,259.0869,0.5138,-13.1015,,,,,1.9238,1.8759,,,1.1956,1.1655,0.9098,0.9098,,,,,-2.6507,0.0911,-1.873,-1.236,-0.0299,-1.1068,-3.1168,-7.5868,,,,,1.2311,1.0511,2.0511,3.0511,4.0511,5.0511,8.0511,8.1395,9.1395,10.1395,,1.2293,-1.4273,,,,,67.000238,-47.019791,1843.24,,-11.9165,,,,
2011-10-01,796.8228,,,,81.5071,94.9722,,,,,,,,,,,,,,,,,,,,,,,,,,1.9465,1.8668,,,1.2202,1.1703,0.9145,0.9145,,,,,-9.2235,-3.0794,-7.5634,-6.5913,-4.4164,-3.2051,-3.7082,-6.8256,,,,,1.2378,1.0578,2.0578,3.0578,4.0578,5.0578,8.0578,8.1463,9.1463,10.1463,,1.2293,-1.4273,,,,,67.000241,-47.019891,1843.17,,,,,,
2011-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.975,1.8789,,,1.2239,1.1644,0.9025,,,,,,-16.1492,-11.1173,-13.8583,-12.4565,-9.2758,-6.7914,-5.8927,-6.7068,,,,,1.2269,1.0469,2.0469,3.0469,4.0469,5.0469,8.0469,8.1353,9.1353,10.1353,,,,,,,,67.000243,-47.019992,1843.1,,,,,,
2011-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9668,1.8694,,,0.8549,0.8133,1.0489,1.0489,,,,,-18.7576,-14.7616,-16.9708,-15.6652,-12.4007,-9.5925,-8.1633,-7.177,,,,,1.3894,1.2094,2.2094,3.2094,4.2094,5.2094,8.2094,8.2979,9.2979,10.2979,,,,,,,,67.000246,-47.020092,1843.03,,,,,,
2012-01-01,,,,,74.0214,92.474,,,,,,,,,,,,,,,,,,,,,,,,,,1.8864,1.8039,,,1.1601,1.1093,0.9697,0.9697,,,,,-19.9921,-16.2006,-19.1077,-17.8955,-15.1712,-12.4051,-10.5884,-8.2342,,,,,1.3085,1.1285,2.1285,3.1285,4.1285,5.1285,8.1285,8.2169,9.2169,10.2169,,,,,,,,67.000249,-47.020194,1842.96,12.26,,,,,
2012-02-01,788.6014,,-24.4921,,80.4226,94.7678,0.7196,,,,7.7149,,135.313,,4.3343,-4.3819,,,31.8131,30.2838,30.6283,30.6283,,181.2855,212.8578,0.6284,-25.8849,3.0912,,31.6098,,1.8222,1.7381,,,1.082,1.0326,1.0256,1.0256,,,,,-18.3306,-14.5943,-17.7195,-17.0357,-15.261,-13.1735,-11.6522,-9.0276,,,,,1.3591,1.1791,2.1791,3.1791,4.1791,5.1791,8.1791,8.2675,9.2675,10.2675,,1.2293,-1.4273,,,,,67.000252,-47.020293,1842.9,12.6,-24.7842,-24.482,95.0636,139.8032,-4.4635
2012-03-01,789.1239,,-25.106,,81.4194,92.8144,0.8299,,,,7.0567,,136.3826,,3.7141,-3.8979,,,107.4702,105.5032,92.8102,92.8102,,185.1462,212.8973,0.6921,-26.2866,1.1624,,24.3928,,1.7527,1.6682,,,0.9843,0.9364,1.0994,1.0994,,,,,-20.7329,-17.6517,-19.8166,-18.7521,-16.3847,-14.0388,-12.5197,-9.8764,,,,,1.4094,1.2294,2.2294,3.2295,4.2295,5.2295,8.2295,8.3179,9.3179,10.3179,,1.2293,-1.4273,,,,,67.000254,-47.020392,1842.83,13.84,-24.8645,-25.1308,94.0401,154.0814,-3.8275
2012-04-01,801.6657,,-12.8388,,84.9103,92.2799,1.7554,,,,6.7886,,157.9651,,1.9783,-4.888,,,217.8637,215.3393,181.8572,181.8572,0.8484,224.5982,257.6639,0.6202,-13.6051,-2.378,,15.5946,,1.5808,1.5427,,,0.8609,0.8401,1.2094,1.2094,,,,,-14.9007,-12.266,-14.9953,-15.3621,-15.2165,-14.2304,-13.2449,-10.6353,,,,,1.5306,1.3506,2.3506,3.3506,4.3507,5.3507,8.3506,8.4391,9.4391,10.4391,,1.2293,-1.4273,,,,,67.000257,-47.020493,1842.76,13.88,-11.9797,-12.8373,91.9245,164.3748,-4.8758
2012-05-01,808.9638,,-8.6268,,78.895,83.7335,2.1324,,,,5.3801,,150.9709,,2.0457,-3.6862,,,342.7366,341.2234,268.2073,268.1377,0.7893,232.7613,275.2942,0.5245,-9.179,-16.0382,,9.7256,,1.3964,1.3742,,,0.7913,0.7787,1.341,1.341,,,,,-12.8971,-10.5827,-12.5567,-13.3941,-13.6947,-13.2069,-12.8135,-11.1507,,,,,1.662,1.482,2.482,3.482,4.482,5.482,8.482,8.5705,9.5705,10.5705,,1.8008,-1.2087,,,,,67.00026,-47.020593,1842.69,14.06,-6.6623,-8.6307,85.1048,161.1687,-3.6831
2012-06-01,814.7531,,-1.5032,,83.4215,84.5525,3.5742,,,,4.1675,,138.1391,,2.53,-2.8236,,,400.7939,400.7679,288.061,288.061,0.7236,251.2179,305.3294,0.4116,-2.3107,-14.0443,,10.754,,1.6894,1.685,,,1.1044,1.1016,1.0246,1.0246,,,,,-1.8282,-2.3321,-3.6161,-4.6261,-7.2629,-9.8838,-10.2124,-11.3014,,,,,1.3458,1.1658,2.1658,3.1658,4.1658,5.1658,8.1658,8.2543,9.2543,10.2543,,1.5671,-1.3399,,,,,67.000262,-47.020694,1842.62,13.9,1.2437,-1.5009,84.6999,143.4374,-2.8247
2012-07-01,809.0825,,-0.6321,,87.1157,87.906,3.9888,,,,4.6492,,143.7035,,2.4107,-3.2822,,,341.5217,341.0169,230.1436,230.1436,0.6824,266.2919,308.5685,0.5389,-1.5983,-5.3472,,15.9315,,2.1929,2.1901,,,1.5956,1.5937,0.5375,0.5375,,,,,0.7854,,,0.2784,-0.1121,-2.4736,-4.8972,-10.0176,,,,,0.8587,0.6787,1.6787,2.6787,3.6787,4.6787,7.6787,7.7672,8.7672,9.7672,,1.2484,-1.3693,,,,,67.000265,-47.020794,1842.55,13.77,1.5386,-0.6331,88.0886,150.752,-3.2502
2012-08-01,808.4722,,-3.3866,,88.5834,90.753,3.4014,,,,4.8838,,144.4228,,2.2686,-3.1714,,,218.546,218.4805,158.5224,158.5224,0.7118,262.3641,297.9281,0.6122,-3.8693,-6.1796,,9.2938,,2.5054,2.4898,,,2.0415,2.0284,0.13,0.13,,,,,0.7071,,0.5601,0.3351,-0.0747,-1.8787,-3.8153,-8.4968,,,,,0.4524,0.2892,1.2712,2.2712,3.2712,4.2712,7.2712,7.3596,8.3597,9.3597,,0.1979,-0.1143,,,,,67.000268,-47.020896,1842.49,13.65,-1.9257,-3.3867,91.651,158.7699,-3.1846
2012-09-01,800.9374,,-9.4694,,87.767,94.2604,2.1987,,,,6.348,,156.9458,,1.5698,-3.6886,,,123.6869,123.2004,104.7635,104.7635,0.8341,247.5122,272.205,0.7219,-9.944,-3.5022,,8.7074,,2.273,2.233,,,1.4686,1.4428,0.3415,0.3415,,,,,-2.27,,-1.5988,-1.6749,-1.4766,-2.0937,-2.9535,-6.9315,,,,,0.6627,0.4827,1.4827,2.4827,3.4827,4.4827,7.4827,7.5711,8.5711,9.5711,,0.0441,-0.3895,,,,,67.00027,-47.020997,1842.42,13.38,-8.9544,-9.4637,93.7018,171.3832,-3.697
2012-10-01,804.8164,,-13.6896,,86.8638,95.1052,1.6877,,,,6.912,,150.1742,,2.4401,-4.2562,,,50.0897,49.5448,42.6357,42.6357,,235.6804,254.9498,0.7778,-14.4586,0.9444,,14.1852,,2.0939,2.0401,,,1.237,1.2053,0.5548,0.5548,,,,,-4.5585,,-4.1707,-4.3866,-3.6819,-2.709,-2.2156,-4.6916,,,,,0.876,0.696,1.696,2.696,3.696,4.696,7.696,7.7844,8.7844,9.7844,,-0.0319,-0.4337,,,,,67.000273,-47.021097,1842.35,13.02,-13.6525,-13.6681,96.708,162.343,-4.2757
2012-11-01,795.0403,,-21.4581,,84.0499,97.5783,0.9177,,,,7.8177,,137.7873,,4.8108,-5.3032,,,7.7965,7.5396,7.4122,7.4122,,203.7964,225.0646,0.7667,-22.4847,2.3238,,22.7535,,1.8925,1.8157,,,0.9985,0.958,0.7925,0.7925,,,,,-6.1215,0.0932,-5.782,-5.8752,-5.0257,-3.8828,-3.3258,-4.5901,,,,,1.1137,0.9337,1.9337,2.9338,3.9338,4.9338,7.9338,8.0222,9.0222,10.0222,,-0.0755,-0.4093,,,,,67.000276,-47.021198,1842.28,12.57,-21.7817,-21.4673,96.7323,144.7005,-5.2378
